Input,Angle,Speed
-0.10000000149011612,-112.42189025878906,-26.727418899536133
-0.10000000149011612,-112.68892669677734,-26.80595588684082
-0.10000000149011612,-112.95596313476562,-26.88446617126465
-0.10000000149011612,-113.2229995727539,-26.964570999145508
-0.10000000149011612,-113.47432708740234,-27.043094635009766
-0.10000000149011612,-113.74136352539062,-27.121715545654297
-0.10000000149011612,-114.0083999633789,-27.195215225219727
-0.10000000149011612,-114.27543640136719,-27.264995574951172
-0.10000000149011612,-114.52676391601562,-27.32557487487793
-0.10000000149011612,-114.79379272460938,-27.38096046447754
-0.10000000149011612,-115.06082916259766,-27.425806045532227
-0.10000000149011612,-115.32786560058594,-27.457149505615234
-0.10000000149011612,-115.57919311523438,-27.47439956665039
-0.10000000149011612,-115.84622955322266,-27.479360580444336
-0.10000000149011612,-116.11326599121094,-27.466981887817383
-0.10000000149011612,-116.38030242919922,-27.434616088867188
-0.10000000149011612,-116.63162994384766,-27.38199234008789
-0.10000000149011612,-116.89866638183594,-27.30910873413086
-0.10000000149011612,-117.14998626708984,-27.213735580444336
-0.10000000149011612,-117.41702270507812,-27.091413497924805
-0.10000000149011612,-117.6840591430664,-26.94505500793457
-0.10000000149011612,-117.93538665771484,-26.772838592529297
-0.10000000149011612,-118.20242309570312,-26.572845458984375
-0.10000000149011612,-118.4694595336914,-26.345901489257812
-0.10000000149011612,-118.72078704833984,-26.088470458984375
-0.10000000149011612,-118.98782348632812,-25.801513671875
-0.10000000149011612,-119.2548599243164,-25.48624038696289
-0.10000000149011612,-119.52188873291016,-25.139484405517578
-0.10000000149011612,-119.7732162475586,-24.7625732421875
-0.10000000149011612,-120.04025268554688,-24.354942321777344
-0.10000000149011612,-120.30728912353516,-23.916250228881836
-0.10000000149011612,-120.57432556152344,-23.44814682006836
-0.10000000149011612,-120.82565307617188,-22.947879791259766
-0.10000000149011612,-121.09268951416016,-22.420028686523438
